ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Beat,District
11607825,JC166884,02/26/2019 01:00:00 PM,006XX W LAKE ST,0890,THEFT,FROM BUILDING,RESTAURANT,0121,001
11617189,JC177948,02/20/2019 01:30:00 PM,005XX W WELLINGTON AVE,0890,THEFT,FROM BUILDING,APARTMENT,1934,019
11609792,JC169060,02/28/2019 11:45:00 AM,003XX W HUBBARD ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,STREET,1831,018
11615283,JC175531,02/19/2019 11:25:00 AM,070XX N OLEANDER AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,1611,016
11615279,JC175163,01/09/2019 09:10:00 PM,021XX W WALTON ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,1212,012
11611553,JC171167,03/01/2019 04:55:00 PM,001XX N STATE ST,0820,THEFT,$500 AND UNDER,CTA PLATFORM,0111,001
11610275,JC169986,03/01/2019 01:00:00 PM,0000X E IDA B WELLS DR,0890,THEFT,FROM BUILDING,RESTAURANT,0111,001
11616238,JC176798,01/11/2019 03:30:00 PM,029XX N LAKE SHORE DR,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,1934,019
11614220,JC174738,03/01/2019 02:00:00 PM,052XX W CRYSTAL ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,OTHER,2532,025
11612424,JC172129,03/02/2019 12:30:00 PM,055XX W PENSACOLA AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,1624,016
11617193,JC177962,02/15/2019 09:30:00 AM,0000X W RANDOLPH ST,0890,THEFT,FROM BUILDING,RESIDENCE,0111,001
11611548,JC171459,03/02/2019 12:12:00 PM,015XX N KINGSBURY ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,1822,018
11612425,JC172285,03/02/2019 12:14:00 PM,005XX W BRIAR PL,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,1934,019
11618068,JC179357,02/26/2019 12:00:00 PM,014XX S Michigan Ave,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,0132,001
11612429,JC172529,03/03/2019 11:30:00 AM,0000X N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,0112,001
11619292,JC180535,02/16/2019 06:30:00 PM,014XX W CATALPA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,2013,020
11613284,JC173166,03/04/2019 12:33:00 AM,011XX W ALTGELD ST,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,1932,019
11614223,JC174742,03/04/2019 06:38:00 PM,085XX S Parnell Ave,0820,THEFT,$500 AND UNDER,RESIDENCE,0622,006
11620007,JC181706,02/01/2019 10:17:00 AM,076XX S CICERO AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,0833,008
11620010,JC181858,03/06/2019 08:30:00 AM,029XX S DR MARTIN LUTHER KING JR DR,0820,THEFT,$500 AND UNDER,APARTMENT,0133,001
11620962,JC182649,02/14/2019 09:00:00 AM,001XX N MICHIGAN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,0111,001
11616234,JC176533,03/06/2019 01:00:00 PM,042XX W 31ST ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),1031,010
11622004,JC184269,02/28/2019 10:52:00 AM,022XX W Race Ave,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER,1221,012
11622002,JC183995,03/08/2019 03:30:00 PM,001XX N FRANKLIN ST,0810,THEFT,OVER $500,ALLEY,0122,001
11619988,JC181236,03/07/2019 01:25:00 PM,017XX E 54TH ST,0810,THEFT,OVER $500,STREET,0234,002
11623066,JC185071,03/02/2019 10:30:00 PM,012XX W LOYOLA AVE,0810,THEFT,OVER $500,CTA TRAIN,2432,024
11623071,JC185026,03/04/2019 01:00:00 PM,077XX S LOOMIS BLVD,0820,THEFT,$500 AND UNDER,APARTMENT,0612,006
11619992,JC181738,03/08/2019 05:00:00 PM,017XX N Western Ave,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,1434,014
11623070,JC185325,03/07/2019 04:35:00 PM,060XX S LAFLIN ST,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,0713,007
11624145,JC186635,02/18/2019 06:32:00 PM,013XX N ASHLAND AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,1433,014
11619996,JC181246,03/10/2019 12:30:00 PM,006XX N ST CLAIR ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,1834,018
11618917,JC180545,03/10/2019 01:15:00 PM,0000X N Michigan ave,0810,THEFT,OVER $500,RESTAURANT,0112,001
11620976,JC183209,03/11/2019 05:10:00 PM,016XX W Taylor St,0810,THEFT,OVER $500,STREET,1231,012
11620957,JC182640,03/11/2019 09:25:00 AM,0000X E Walton St,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,1833,018
11619999,JC181652,03/11/2019 12:20:00 AM,035XX N SACRAMENTO AVE,0820,THEFT,$500 AND UNDER,STREET,1733,017
11620955,JC183184,03/11/2019 05:48:00 PM,0000X N STATE ST,0870,THEFT,POCKET-PICKING,SIDEWALK,0112,001
11652246,JC220536,04/11/2019 11:00:00 AM,014XX S STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,,0131,001
11624140,JC186729,03/13/2019 02:47:00 PM,011XX E 60TH ST,0810,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,0235,002
11624128,JC186498,03/13/2019 06:10:00 AM,032XX W FULLERTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE-GARAGE,1413,014
11624130,JC186902,03/13/2019 08:40:00 PM,012XX W foster ave,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,2033,020
11629422,JC192697,01/17/2019 04:30:00 PM,003XX E OHIO ST,0810,THEFT,OVER $500,OTHER,1834,018
11628304,JC191809,03/14/2019 06:30:00 PM,028XX N Wolcott Ave,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,1931,019
11623084,JC185533,03/14/2019 02:00:00 PM,024XX N GENEVA TER,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),1935,019
11630480,JC193694,03/11/2019 06:40:00 AM,0000X W TERMINAL ST,0870,THEFT,POCKET-PICKING,AIRCRAFT,1651,016
11630495,JC193699,03/10/2019 09:40:00 PM,047XX N WINTHROP AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,BAR OR TAVERN,1914,019
11630484,JC193745,02/22/2019 10:45:00 AM,055XX N SHERIDAN RD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,2023,020
11630496,JC193727,03/16/2019 11:35:00 AM,045XX N LINCOLN AVE,0890,THEFT,FROM BUILDING,BAR OR TAVERN,1911,019
11627192,JC189899,03/17/2019 12:25:00 AM,034XX N ELAINE PL,0810,THEFT,OVER $500,OTHER COMMERCIAL TRANSPORTATION,1925,019
11627193,JC189955,03/17/2019 12:30:00 AM,033XX N halsted st,0870,THEFT,POCKET-PICKING,BAR OR TAVERN,1924,019
11627208,JC190254,03/17/2019 04:35:00 PM,001XX W LAKE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CTA TRAIN,0122,001
11632507,JC196617,03/18/2019 04:07:00 PM,003XX W ERIE ST,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,1831,018
11656144,JC225596,04/10/2019 12:15:00 AM,009XX W margate ter,0810,THEFT,OVER $500,ALLEY,2024,020
11658346,JC228395,04/11/2019 07:00:00 AM,057XX S CICERO AVE,0890,THEFT,FROM BUILDING,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,0813,008
11652253,JC220649,04/11/2019 12:10:00 PM,0000X W HURON ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,1832,018
11653310,JC221350,04/11/2019 09:45:00 PM,025XX E 91ST ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,0423,004
11652240,JC220543,04/11/2019 01:55:00 PM,088XX S PAULINA ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,2221,022
11658364,JC228429,03/19/2019 12:46:00 PM,003XX N HALSTED ST,0890,THEFT,FROM BUILDING,APARTMENT,1214,012
11655264,JC224635,04/12/2019 04:00:00 PM,001XX S MICHIGAN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,GOVERNMENT BUILDING/PROPERTY,0114,001
11657302,JC226930,04/12/2019 12:00:00 PM,048XX N KILPATRICK AVE,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,1712,017
11657305,JC226497,04/12/2019 09:00:00 AM,039XX N JANSSEN AVE,0820,THEFT,$500 AND UNDER,APARTMENT,1922,019
11653306,JC222326,04/12/2019 12:40:00 PM,009XX N WINCHESTER AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,1212,012
11656162,JC225056,04/12/2019 07:00:00 PM,0000X E 9TH ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),0123,001
11655256,JC224633,04/12/2019 08:30:00 PM,068XX N LAKEWOOD AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,2431,024
11655263,JC224603,04/13/2019 09:00:00 PM,026XX W AINSLIE ST,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,2031,020
11661408,JC231811,04/11/2019 08:55:00 AM,061XX S INDIANA AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,0311,003
11661403,JC231682,04/07/2019 05:05:00 PM,053XX S DR MARTIN LUTHER KING JR DR,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,0231,002
11657310,JC226310,04/15/2019 06:13:00 PM,020XX W CORTEZ st,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,1212,012
11657300,JC226476,04/15/2019 08:20:00 PM,125XX S STEWART AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,BANK,0523,005
11657296,JC226990,04/16/2019 02:20:00 PM,019XX W IOWA ST,0810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),1212,012
11663407,JC234173,04/16/2019 05:30:00 PM,002XX S Michigan Ave,0890,THEFT,FROM BUILDING,OTHER,0113,001
11658379,JC228420,04/16/2019 05:13:00 PM,0000X S DEARBORN ST,0870,THEFT,POCKET-PICKING,CTA PLATFORM,0112,001
11658351,JC227770,04/16/2019 04:00:00 PM,038XX W PALMER ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,2525,025
11659501,JC229229,04/17/2019 01:10:00 PM,078XX S RIDGELAND AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,0414,004
11659503,JC229519,04/18/2019 10:00:00 AM,029XX S Wentworth Ave,0820,THEFT,$500 AND UNDER,RESIDENCE,0914,009
11660380,JC229968,04/18/2019 06:00:00 PM,031XX W SUNNYSIDE AVE,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,1724,017
11660377,JC230119,04/18/2019 04:15:00 PM,012XX N GREENVIEW AVE,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,1433,014
11665784,JC236333,04/12/2019 04:15:00 PM,082XX S DREXEL AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,ATM (AUTOMATIC TELLER MACHINE),0631,006
11661409,JC231827,04/19/2019 01:00:00 PM,002XX S WABASH AVE,0870,THEFT,POCKET-PICKING,CTA TRAIN,0113,001
11666784,JC237893,04/10/2019 01:29:00 PM,025XX W CORTLAND ST,0820,THEFT,$500 AND UNDER,RESIDENCE,1434,014
11666773,JC237891,04/20/2019 07:01:00 AM,007XX W BRIAR PL,0890,THEFT,FROM BUILDING,APARTMENT,1934,019
11663428,JC234118,04/20/2019 03:30:00 PM,070XX N PAULINA ST,0890,THEFT,FROM BUILDING,APARTMENT,2423,024
11663425,JC234265,04/21/2019 05:30:00 PM,036XX N ELSTON AVE,0820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,1733,017
11668959,JC240729,03/31/2019 05:00:00 PM,076XX N SHERIDAN RD,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,2422,024
11669773,JC241897,03/16/2019 01:00:00 PM,103XX S MICHIGAN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DRUG STORE,0512,005
11666782,JC237662,04/22/2019 03:20:00 PM,028XX W POLK ST,0890,THEFT,FROM BUILDING,RESIDENCE,1135,011
11664579,JC235030,04/23/2019 12:15:00 PM,018XX W NORTH AVE,0810,THEFT,OVER $500,APARTMENT,1424,014
11670823,JC242961,04/22/2019 11:45:00 AM,010XX N WOLCOTT AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,1212,012
11664583,JC235096,04/23/2019 09:05:00 AM,041XX W 16TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,1012,010
11666772,JC237407,04/24/2019 11:20:00 AM,014XX N MONTICELLO AVE,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,2535,025
11673071,JC245867,01/01/2019 11:00:00 PM,025XX S KEDVALE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,1013,010
11666778,JC237913,04/25/2019 11:00:00 AM,004XX N CLINTON ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,1214,012
11667919,JC238731,04/25/2019 09:30:00 AM,057XX W Montrose Ave,0810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),1622,016
11672006,JC244368,04/25/2019 06:56:00 PM,025XX W CHARLESTON ST,0810,THEFT,OVER $500,APARTMENT,1431,014
11674137,JC247095,04/23/2019 06:55:00 PM,041XX W SCHOOL ST,0820,THEFT,$500 AND UNDER,APARTMENT,1731,017
11667191,JC238694,04/26/2019 03:15:00 AM,0000X W IDA B WELLS DR,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,0111,001
11670821,JC242872,04/26/2019 02:00:00 AM,001XX N MICHIGAN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,BANK,0111,001
11675207,JC247674,04/22/2019 10:23:00 AM,015XX S WABASH AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,0131,001
11675216,JC247774,04/26/2019 05:23:00 PM,002XX E RANDOLPH ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CONVENIENCE STORE,0114,001
11672012,JC244446,04/27/2019 08:07:00 PM,065XX N NORTHWEST HWY,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,1611,016
11670811,JC242875,04/28/2019 07:03:00 PM,029XX N PAULINA ST,0890,THEFT,FROM BUILDING,RESIDENTIAL YARD (FRONT/BACK),1931,019
11675218,JC248163,04/29/2019 07:55:00 AM,030XX N Lotus Ave,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,2514,025
11677182,JC250544,04/27/2019 10:10:00 AM,043XX N TROY ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,1724,017
11672011,JC244377,04/29/2019 07:01:00 PM,015XX N WIELAND ST,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,1821,018
11670961,JC243456,04/29/2019 10:07:00 PM,0000X W IDA B WELLS DR,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,0111,001
11678384,JC252355,04/26/2019 01:40:00 PM,030XX W PETERSON AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,2011,020
11673050,JC245788,04/30/2019 05:15:00 PM,001XX N STATE ST,0870,THEFT,POCKET-PICKING,CTA BUS STOP,0111,001
11673042,JC245794,04/30/2019 08:05:00 AM,0000X N WACKER DR,0810,THEFT,OVER $500,ALLEY,0122,001
11673049,JC245941,05/01/2019 03:00:00 PM,018XX N WOOD ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,1434,014
11679596,JC253784,04/30/2019 02:10:00 PM,012XX W WINNEMAC AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,2033,020
11675215,JC247737,05/01/2019 11:59:00 PM,008XX N WINCHESTER AVE,0820,THEFT,$500 AND UNDER,STREET,1212,012
11674148,JC247199,05/02/2019 04:55:00 PM,017XX S PAULINA ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE,1234,012
11674150,JC247194,05/02/2019 09:35:00 AM,001XX W JACKSON BLVD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,0122,001
11678395,JC252338,05/02/2019 10:30:00 AM,010XX W 87TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,0613,006
11681928,JC255842,05/01/2019 06:55:00 PM,048XX W GUNNISON ST,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),1623,016
11679584,JC253436,05/03/2019 02:00:00 PM,011XX N HOWE ST,0820,THEFT,$500 AND UNDER,APARTMENT,1822,018
11675227,JC248478,05/03/2019 10:50:00 AM,051XX S HYDE PARK BLVD,0890,THEFT,FROM BUILDING,APARTMENT,0234,002
11676236,JC249731,05/04/2019 02:00:00 AM,014XX N WELLS ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,1821,018
11676244,JC249753,05/04/2019 09:00:00 AM,036XX N ELSTON AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),1733,017
11677175,JC250944,05/05/2019 02:15:00 PM,0000X E CHICAGO AVE,0870,THEFT,POCKET-PICKING,RESTAURANT,1833,018
11677179,JC250754,05/05/2019 01:40:00 PM,004XX W ALDINE AVE,0820,THEFT,$500 AND UNDER,APARTMENT,1925,019
11684852,JC260326,03/22/2019 04:10:00 PM,0000X W C1 ST,0810,THEFT,OVER $500,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,1651,016
11679603,JC253777,05/06/2019 08:43:00 PM,011XX S CANAL ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,0124,001
11679593,JC253454,05/07/2019 01:31:00 AM,035XX N broadway,0870,THEFT,POCKET-PICKING,GROCERY FOOD STORE,1925,019
11686030,JC261613,02/25/2019 01:40:00 PM,010XX N FRANCISCO AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,1211,012
11681128,JC255051,05/07/2019 11:05:00 PM,009XX W SUPERIOR ST,0820,THEFT,$500 AND UNDER,WAREHOUSE,1214,012
11686034,JC261567,05/07/2019 08:40:00 PM,009XX W FULLERTON AVE,0870,THEFT,POCKET-PICKING,CTA PLATFORM,1812,018
11681906,JC256711,05/08/2019 06:00:00 PM,002XX W LAKE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,BAR OR TAVERN,0122,001
11674448,JC247592,05/03/2019 02:39:00 AM,0000X W IDA B WELLS DR,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,0111,001
11681905,JC256534,05/09/2019 01:00:00 AM,057XX W BERENICE AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,1633,016
11686026,JC261345,05/09/2019 04:30:00 PM,0000X W TERMINAL ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,1652,016
11684693,JC260263,05/09/2019 03:30:00 PM,023XX N ELSTON AVE,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,1432,014
11681915,JC256531,05/09/2019 12:10:00 PM,0000X E WASHINGTON ST,0890,THEFT,FROM BUILDING,RESTAURANT,0112,001
11681927,JC256648,05/09/2019 01:30:00 PM,015XX E 47TH DR,0890,THEFT,FROM BUILDING,ATHLETIC CLUB,0222,002
11683047,JC257805,05/09/2019 12:30:00 PM,012XX W PRATT BLVD,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,2431,024
11687186,JC262507,05/10/2019 04:00:00 PM,046XX N Hermitage Ave,0890,THEFT,FROM BUILDING,APARTMENT,1912,019
11689467,JC265332,05/04/2019 02:00:00 PM,012XX S MICHIGAN AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,0131,001
11689464,JC265245,05/09/2019 12:00:00 AM,001XX N Jefferson St,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,0121,001
11689484,JC265206,04/06/2019 01:00:00 PM,115XX S MARSHFIELD AVE,0890,THEFT,FROM BUILDING,OTHER,2234,022
11689475,JC265224,03/12/2019 11:50:00 PM,015XX W Farwell Ave,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,2431,024
11684865,JC259812,05/11/2019 11:00:00 AM,0000X N DEARBORN ST,0870,THEFT,POCKET-PICKING,CTA TRAIN,0112,001
11684907,JC260325,05/12/2019 04:07:00 PM,0000X E IDA B WELLS DR,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,COLLEGE/UNIVERSITY GROUNDS,0111,001
11684860,JC260302,05/12/2019 12:30:00 AM,009XX W Belmont Ave,0870,THEFT,POCKET-PICKING,BAR OR TAVERN,1924,019
11686043,JC261321,05/12/2019 12:30:00 PM,051XX N ALBANY AVE,0810,THEFT,OVER $500,APARTMENT,1713,017
11692614,JC269668,05/02/2019 12:30:00 AM,089XX S Burley Ave,0810,THEFT,OVER $500,DRIVEWAY - RESIDENTIAL,0424,004
11692616,JC269728,05/08/2019 06:50:00 PM,002XX S MICHIGAN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CTA PLATFORM,0113,001
11692634,JC269499,05/01/2019 01:55:00 PM,060XX N SHERIDAN RD,0890,THEFT,FROM BUILDING,RESIDENCE,2433,024
11686037,JC261555,05/13/2019 02:30:00 PM,009XX S ASHLAND AVE,0810,THEFT,OVER $500,APARTMENT,1231,012
11686038,JC261599,05/13/2019 11:15:00 AM,002XX N MICHIGAN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,0114,001
11654312,JC223160,04/11/2019 11:00:00 AM,044XX N WHIPPLE ST,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,1724,017
11693866,JC270908,04/25/2019 12:55:00 PM,004XX E Ohio St,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,1834,018
11692035,JC263796,05/14/2019 12:00:00 AM,007XX W BITTERSWEET PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,1915,019
11695034,JC272755,05/08/2019 12:00:00 PM,018XX N DAYTON ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,1813,018
11689489,JC265333,05/15/2019 04:30:00 PM,019XX W EDDY ST,0890,THEFT,FROM BUILDING,RESIDENTIAL YARD (FRONT/BACK),1922,019
11692632,JC269492,05/15/2019 10:41:00 AM,026XX W THOMAS ST,0820,THEFT,$500 AND UNDER,RESIDENCE,1211,012
11690567,JC266401,05/16/2019 04:05:00 PM,082XX S HARPER AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,0411,004
11697476,JC275759,05/05/2019 05:00:00 AM,034XX N Elston Ave,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER,1733,017
11697495,JC275683,05/16/2019 08:00:00 PM,077XX N SHERIDAN RD,0820,THEFT,$500 AND UNDER,RESIDENCE-GARAGE,2422,024
11697464,JC275696,05/15/2019 08:28:00 PM,035XX N SPAULDING AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,1733,017
11697491,JC275731,03/08/2019 11:00:00 AM,003XX W HUBBARD ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,1831,018
11693850,JC270863,05/18/2019 10:00:00 PM,028XX W 38TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,0911,009
11696192,JC274156,05/18/2019 01:00:00 AM,009XX W BELMONT AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,BAR OR TAVERN,1924,019
11693855,JC270482,05/19/2019 11:00:00 AM,018XX S WOOD ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,ATM (AUTOMATIC TELLER MACHINE),1234,012
11696214,JC273515,05/20/2019 06:00:00 PM,029XX W NORTH AVE,0810,THEFT,OVER $500,RESIDENCE,1421,014
11695040,JC271964,05/20/2019 03:20:00 PM,055XX S KENWOOD AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,0235,002
11693852,JC271281,05/20/2019 11:15:00 AM,085XX S BENNETT AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,0412,004
11696187,JC273280,05/20/2019 03:00:00 PM,010XX N WINCHESTER AVE,0810,THEFT,OVER $500,APARTMENT,1212,012
11693868,JC271203,05/20/2019 01:00:00 PM,001XX W ADAMS ST,0890,THEFT,FROM BUILDING,RESTAURANT,0122,001
11696223,JC274240,05/21/2019 06:20:00 PM,021XX S STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,0131,001
11704239,JC283168,05/06/2019 05:36:00 PM,028XX S DR MARTIN LUTHER KING JR DR,0820,THEFT,$500 AND UNDER,APARTMENT,0133,001
11704228,JC283707,05/04/2019 04:00:00 AM,005XX N HALSTED ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,GROCERY FOOD STORE,1214,012
11703102,JC282380,05/24/2019 12:00:00 PM,051XX N Glenwood Ave,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,2033,020
11705495,JC284238,05/16/2019 09:00:00 AM,008XX W ERIE ST,0820,THEFT,$500 AND UNDER,APARTMENT,1214,012
11704246,JC283644,05/24/2019 01:00:00 PM,0000X W C1 ST,0890,THEFT,FROM BUILDING,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,1651,016
11701884,JC280875,05/25/2019 03:00:00 PM,041XX N CLARENDON AVE,0820,THEFT,$500 AND UNDER,APARTMENT,1915,019
11700873,JC279446,05/25/2019 01:00:00 AM,0000X W ELM ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,1824,018
11699849,JC278536,05/25/2019 07:15:00 PM,037XX S DEARBORN ST,0460,BATTERY,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),0213,002
11704225,JC283171,05/25/2019 02:00:00 PM,026XX N Sheffield ave,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,1935,019
11700892,JC279387,05/25/2019 07:40:00 AM,019XX N HALSTED ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,1813,018
11706637,JC286067,05/24/2019 08:15:00 AM,030XX S DR MARTIN LUTHER KING JR DR,0890,THEFT,FROM BUILDING,APARTMENT,0133,001
